道路名称,路龄,车道面积,车行道小修金额,车行道零星金额,车行道中修金额,掘路修复金额,前一年pci,当年pci,道路属性,年份
763,16,17850.1,0,1.28921,0,0,82.74,85.76,主干路,2018
764,16,22890,0,0,251.859,0,96.74,100,主干路,2018
765,16,60398,15.658,0.1329,0,0,81.02,72.08,主干路,2018
766,16,68054,0,0.4513,0,147.9311,79.43,92.26,主干路,2018
767,16,36398,0,0,0,0,82.28,90.22,主干路,2018
768,16,42411.4,2.0148,1.1485,0,0,80.26,85.1,主干路,2018
769,16,20376,0,0.8851,0,0,79.44,80.13,主干路,2018
770,16,20742.8,0,1.7901,0,0,84.06,84.87,主干路,2018
771,16,36070,0,6.9103,0,0,80.78,70.63,主干路,2018
772,16,53021.2,0,21.6655,0,0,73.52,68.6,主干路,2018
773,16,100362.8,0,1.4852,0,0,86.12,89.15,主干路,2018
774,16,15732.2,0,0.2785,0,0,87.37,92.09,主干路,2018
775,16,43547,18.7069,0.6014,0,0,91.53,87.3,主干路,2018
776,16,74403,0,0.2469,0,0,91.99,91.26,主干路,2018
777,16,73991.5,0,0.9031,0,0,91.72,90.7,主干路,2018
778,16,27428.4,0,0.4959,70.115,0,77.35,89.17,主干路,2018
779,16,15917.4,9.463968,1.2708,0,18.1229,74.2,71.13,主干路,2018
780,16,21322.7,0,1.34829,0,0,88.73,92.9,主干路,2018
781,16,15157,0,0.79969,0,0,75.01,79.96,主干路,2018
782,16,9662,10.1679,0.4034,56.995,0,79.09,80.95,主干路,2018
783,16,18411,0,0.7934,0,0,83.24,85.06,主干路,2018
784,16,23100,0.6762,0.53594,7.679,0,69.94,72.12,主干路,2018
785,16,62056,8.021,0.4621,0,0,76.47,85.2,主干路,2018
786,16,63867,7.5897,0.2005,0,0,79.34,85.12,主干路,2018
787,16,37230.307,0.28509,1.858277,0,0,69.23,85.79,主干路,2018
788,16,22759.1,0,1.891193,0,0,76.35,87.96,主干路,2018
789,16,18365,0,0.0265,0,0,90.69,87.06,主干路,2018
790,16,25444,0,0.863,0,0,68.58,100,主干路,2018
791,16,105362.9,8.677168,4.90786,0,354.3,74.03,79.68,主干路,2018
792,16,8505.9,14.088,0.2342,0,0,86.38,76.84,主干路,2018
793,16,46400,0,0.21733,0,0,84.7,77.39,主干路,2018
794,16,59846.4,1.7022,2.6248,91.089,0,82.22,76.13,主干路,2018
795,16,26938.8,14.435772,2.3189,89.512,0,67.57,69.06,主干路,2018
796,16,32341.1,22.1985,0.6921,15.608,0,89.73,86.07,主干路,2018
797,16,25787.5,0,0.0422,8.216,0,86.22,89.98,主干路,2018
798,16,104639.2,0,0.6393,0,0.9,83.7,83.48,主干路,2018
799,16,8020,0,0.1709,0,0,98,86.68,主干路,2018
800,16,24779.3,1.723,0.520326,24.979,8.082,88.39,84.26,主干路,2018
801,16,21694.3,3.382,0.096638,0,0,83.84,89.37,主干路,2018
802,16,30512.1,17.9524,0.4642,89.602,0,81.84,88.42,主干路,2018
803,16,35528.8,0,0.1583,0,0,85.89,81.05,主干路,2018
804,16,71911.22,6.2,3.174284,0,13.0475,84.65,92.57,主干路,2018
805,16,74100.4,4.96,3.759598,0,0,84.67,93.87,主干路,2018
806,16,28597.3,0,0.079336,2.4595,0,90.51,84.06,主干路,2018
807,16,49722.12,0,0.397102,0,0,91.22,83.45,主干路,2018
808,16,6068.2,0,0.0633,0,0,91.23,89.64,主干路,2018
809,16,8372.3,0,6.6402,0,0,93.07,85.21,主干路,2018
810,16,164853,28.74498,7.731,0,0,84.73,86.42,主干路,2018
811,16,80952,1.0018,0.0422,0,0,87.28,88.36,主干路,2018
812,16,16779,9.3993,0.3946,7.478,0,90.88,84.38,主干路,2018
813,16,22318.8,11.0359,0.7638,0,0,85.25,84.25,主干路,2018
814,16,143179.9,282.6169,5.3204,0,21.4186,82.85,80.65,主干路,2018
815,16,4309,0,0.422,0,0,78.77,83.73,主干路,2018
816,16,7009,0,0.7426,132.76,0,73.52,87.26,主干路,2018
817,16,17564,0,0,170.246,0,89.2,70.21,主干路,2018
818,16,31555,8.0784,3.666125,26.092,0,68.57,86.29,主干路,2018
819,16,36612.25,73,3.238639,0,0,70.57,88.03,主干路,2018
820,16,16856.2,0,1.2871,0,0,75,78.92,主干路,2018
821,16,31121.7,0,3.2473,0,0,79.34,84.73,主干路,2018
822,16,11773,0,0.4464,0,0,80.77,82.94,主干路,2018
823,16,13840,0,0.3756,0,43.013,95.84,87.97,主干路,2018
824,16,13841,0,0.0591,4.847,0,95.63,93.36,主干路,2018
825,16,7261,0,3.8128,0,0,86.92,88.27,主干路,2018
826,16,38938.7,0,0.6963,0,30.1803,89.73,90.15,主干路,2018
827,16,20287.5,0,0.3038,8.387,0,91.74,87.76,主干路,2018
828,16,35310,45.5215,1.0972,10.917,175.563,81.39,83.91,主干路,2018
829,16,38933.9,0,1.0972,8.756,0,77.35,85.39,主干路,2018
830,16,88297.2,7.96326,2.7599,0,0,93.63,88.44,主干路,2018
831,16,27637.7,10.872504,0.7406,0,9.603,94.3,94.16,主干路,2018
832,16,27637.7,10.872504,0.7406,0,9.603,94.3,94.16,快速路,2018
833,16,9518,0,0.021522,0,0,93.81,91.08,主干路,2018
834,16,15000,0.7537,0.619496,0,0,82.12,81.83,主干路,2018
835,16,93131,11.8854,1.6606,196.824,0,77.65,76.06,主干路,2018
836,16,12376.2,0,0,0,0,92.5,80.81,主干路,2018
837,16,12175.6,0,0.5739,0,0,84.94,89.35,主干路,2018
838,16,10632,0,0.9242,79.268,0,88.67,87.39,主干路,2018
839,16,7956,0,1.3842,3.18,0,100,90.72,主干路,2018
840,16,109200,11.551842,2.2279,37.742,0,88.01,86.08,主干路,2018
841,16,41920,11.629674,0.9854,0,0,67.4,68.2,主干路,2018
842,16,13584,0,0,2.51,0,88.26,82.75,主干路,2018
843,16,15408,0,0,2.846,0,94.27,84.56,主干路,2018
844,16,25726,0.6766,1.0044,0,0,79.08,87.88,主干路,2018
845,16,18088,0,0.6583,0,0,84.75,79.42,主干路,2018
846,16,65100,1.434372,1.9581,98.951,0.5513,87.05,87.58,主干路,2018
847,16,52980,3.4497,1.1141,0,0,79.87,68.06,主干路,2018
848,16,33941,0,1.7977,0,1.9694,63.73,97.28,主干路,2018
849,16,17517,0.276,0.818047,0,108.2703,90.1,83.06,主干路,2018
850,16,7999,0,0.019,0.602,0,97.7,93.47,次干路,2018
851,16,20218.2,27.5929,1.0677,0,0,71.42,76.16,次干路,2018
852,16,20617,0,2.2598,0,5.1607,67.35,69.52,次干路,2018
853,16,16108,38.372111,0,0,0,78.81,81.53,次干路,2018
854,16,12003.5,0,0.2131,0,0,98.01,91.15,次干路,2018
855,16,112080,5.54625,0.844,186.17,0,77.84,77.06,次干路,2018
856,16,36650,0,1.3525,0,13.9707,66.49,99.46,次干路,2018
857,16,10765,0,0.2912,0,0,78.68,81.83,次干路,2018
858,16,5891.5,0,0.2897,0,0,90.06,89.96,次干路,2018
859,16,13558.5,0,0.1751,3.739,0,88.77,92.83,次干路,2018
860,16,5957,0,0.15192,0,0,85.56,82.64,次干路,2018
861,16,44150.2,0,0.7258,0,0,86.2,88.3,次干路,2018
862,16,33554.7,0,1.1765,2.24,0,83.43,83.68,次干路,2018
863,16,29449.5,0,0.384,0,16.4388,85.01,87.56,次干路,2018
864,16,25872,35.1617,0.2445,69.188,0,82.25,87.58,次干路,2018
865,16,6883,0,0.2659,0,2.3572,82.84,87.06,次干路,2018
866,16,5653.5,0,0.1245,0,0,86,88,次干路,2018
867,16,22755.9,8.3074,0.3271,131.97,0,82.73,86.58,次干路,2018
868,16,13573,0,0.5908,168.83,0,88.93,80.09,次干路,2018
869,16,23470,0,0,0,0,89.76,88.39,次干路,2018
870,16,129600,0,0,0,0,68.45,98.44,次干路,2018
871,16,22184,2.9863,0.8018,0,0,86.62,92.29,次干路,2018
872,16,17186,0,0.2574,0,0,82.9,91.83,次干路,2018
873,16,23947,57.7182,0.1878,0,1.918,84.57,93.51,次干路,2018
874,16,12420,21.0861,0.5697,0,0,85.09,90.89,次干路,2018
875,16,7163,24.1113,0.211,0,0,80.21,99.86,次干路,2018
876,16,7563.7,0,1.1013,0,0,68.33,100,次干路,2018
877,16,18263.8,0,0.9052,2.849,0,84.23,86.46,次干路,2018
878,16,5423.9,0,0.0211,0,0,67.81,100,次干路,2018
879,16,81073,14.6313,0.809,0,0,78.94,82.96,次干路,2018
880,16,22608,0,0.6182,0,0,80.14,90.17,次干路,2018
881,16,10913,54.1614,0.5528,0,0,77.06,86.89,次干路,2018
882,16,117600,35.822136,3.78534,74.38,102.5,82.85,82.02,次干路,2018
883,16,7250,0,0.0317,0,8.22,84.79,89.95,次干路,2018
884,16,45844,39.132108,1.2373,8.369,0,84.62,84.03,次干路,2018
885,16,8214,0,0.1519,0,0,95.63,96.2,次干路,2018
886,16,3610.5,0,0.3861,0,0,79.63,86.99,次干路,2018
887,16,29120,0,1.3356,110.225,0,99.28,92.9,次干路,2018
888,16,4200.2,0,0.4642,0,0,95.09,79.95,次干路,2018
889,16,21223.8,16.925322,0.8685,0,0,83.04,88.2,次干路,2018
890,16,36298,0,1.3057,69.35,0,86.97,84.76,次干路,2018
891,16,16701,0,0,0,33.97209,77.03,66.4,次干路,2018
892,16,15695.5,0,0,0,0,79.86,80.83,次干路,2018
893,16,14172,0,0.9685,0,0,67.96,99.62,次干路,2018
894,16,24626.8,0,0.5613,0,0,77.45,86.36,次干路,2018
895,16,22945,1.1854,0.4937,0,8.723,69.95,69.58,次干路,2018
896,16,37965,15.2926,0.2764,0,22.979,72.44,71.33,次干路,2018
897,16,6721,4.4953,2.2134,0,0,89.99,84.82,次干路,2018
898,16,5451,4.0318,0.5402,0,0,90.08,85.65,次干路,2018
899,16,21006,0.612,1.74286,0,0,83.64,83.21,次干路,2018
900,2,34747.5,0,0,0,0,98.74,95.78,主干路,2019
901,2,30635.4,0,0.3777,0,0,90.23,87.6,主干路,2019
902,2,51657.9,0,0.1118,0,0,95.45,93.76,主干路,2019
903,2,34658.8,0,0.7121,0,0,92.76,94.46,主干路,2019
904,2,15826,13.6452,1.3715,0,0,90.47,95.85,主干路,2019
905,2,15825,20.9473,1.3715,40.928,0,97.31,93.99,主干路,2019
906,2,90329,0,0.2743,3.874,0,89.32,97.64,主干路,2019
907,2,90010.1,0,0.1646,4.151,0,96.47,99.31,主干路,2019
908,2,275236.5,0,1.213883,0,0,94.91,81.08,主干路,2019
909,2,283615.3,0.2867,0.440568,0,0,91.74,82.01,主干路,2019
910,2,20770,0,0.0211,0,0,89.23,96.8,主干路,2019
911,2,9399.2,0,0.0865,0,0,86.51,89.66,主干路,2019
912,2,22678.5,3.3223,0.742298,0,0,87.64,95.64,主干路,2019
913,2,24552,0,0.764453,0,0,84.99,96.6,主干路,2019
914,2,11378.6,0,0,0,0,93.55,89.21,主干路,2019
915,2,48624,0,0.1055,0,0,94.46,94.38,次干路,2019
916,2,27723.5,0,0.1182,0,0,92.09,93.26,次干路,2019
917,2,95399,0,0.39246,0,0,84.95,96.18,主干路,2019
918,2,32544,12.144,0.8778,0,0,88.45,94.16,次干路,2019
919,2,44698.8,0.153,0.2585,0,0,93.91,93.52,次干路,2019
920,2,43811.1,0,2.39696,0,0,94.65,91.13,次干路,2019
921,3,26564.5,0,0,0,0,97.85,94.04,主干路,2019
922,3,20427,0,0.0106,0,0,92.97,88.76,主干路,2019
923,3,34800,0,2.7841,0,0,86.93,91.11,主干路,2019
924,3,144392,0,0.46,0,0,96.54,93.61,主干路,2019
925,3,143726.61,0.3555,2.7666,0,0,95.3,91.28,主干路,2019
926,3,148102,1.8255,1.7359,0,0,89.99,91.23,主干路,2019
927,3,5130,0,0.0211,0,0,93.65,87.58,主干路,2019
928,3,5130,0,0.0211,0,0,93.65,87.58,主干路,2019
929,3,14829,0,0.9094,0,0,82.34,84.48,主干路,2019
930,3,8700,0,0.1625,0,0,91.85,97.25,次干路,2019
931,3,17748,0.1481,0.0907,0,0,86.23,89.08,次干路,2019
932,3,15060,1.0992,1.1267,0,0.36185,92.01,91.87,次干路,2019
933,3,7142.5,0,0.8735,0,0,88.8,86.73,次干路,2019
934,3,20227.1,0,0.2279,0,0,89.34,86.31,次干路,2019
935,3,7410.8,0,0.0633,0,0,84.21,91.97,次干路,2019
936,3,14941,9.0661,0.2152,0,0,88.29,93.61,次干路,2019
937,4,104131.6,14.48481,1.16261,4.018,0,95.98,96.25,主干路,2019
938,4,24174,9.7651,0.7807,0,1.0845,92.22,91.95,主干路,2019
939,4,47384.6,0,0.216,2.213982,0,86.69,91.87,主干路,2019
940,4,47217.3,0,0.1566,2.213982,0,91.57,93.75,主干路,2019
941,4,63277.793,2.6674,0.25531,0,0,90.49,91.55,主干路,2019
942,4,38682.1,1.2852,0,0,0.6165,90.02,91.54,主干路,2019
943,4,16595,3.2689,0.2258,0,0,82.99,82.57,主干路,2019
944,4,96949.1,0.342581,0.703474,0,0,89.53,91.54,主干路,2019
945,4,48009.9,1.188,0.471374,0,0,86.5,94.2,主干路,2019
946,4,84878.9,0.528,1.009424,0,0,83.42,88.97,主干路,2019
947,4,42032.7,0,1.457166,0,0,93.57,97.26,主干路,2019
948,4,14770,0,0.00422,0,0,97.5,95.68,主干路,2019
949,4,78489,0,0.92207,0,0,94.37,93.17,主干路,2019
950,4,28240,0,0.51062,0,0,95.18,99.15,次干路,2019
951,4,84052,0,1.477,0,0,93.49,95.49,次干路,2019
952,4,8130.3,0,0.1329,0,0,91.84,94.09,次干路,2019
953,4,37142,0,0,0,0,99.1,97.73,主干路,2019
954,5,20811.5,0,1.25967,0,0,86.99,89.32,主干路,2019
955,5,136009,1.035,1.5456,6.49,0,87.42,83.47,主干路,2019
956,5,21272.9,0,1.9729,72.114,0.29,90.65,88.07,主干路,2019
957,5,79139,0.105825,1.859754,0,0,87.51,88.43,主干路,2019
958,5,77435.4,2.159456,1.593683,0,0,88.23,88.01,主干路,2019
959,5,67638.8,0,0.812983,0,0,88.99,96.48,主干路,2019
960,5,69286.1,0.81294,2.695525,0,13.053,87.35,92.1,主干路,2019
961,5,67794.6,12.00133,4.739271,0,0,86.37,91.11,主干路,2019
962,5,58981.3,0,1.892881,0,0,86.35,92,主干路,2019
963,5,74880,0,10.63862,164,0,85.26,87.84,主干路,2019
964,5,14994.5,21.2812,4.526,0,9.56397,85.86,89.64,主干路,2019
965,5,69732,0,0.7604,0,0,88.61,87.75,主干路,2019
966,5,35247,48.4676,2.2936,0,0,85.29,83.6,主干路,2019
967,5,16725.3,0,0.3608,0,0,88.91,80.24,次干路,2019
968,6,159643,15.798136,6.86172,8.998744,0,87.12,87.13,主干路,2019
969,6,33698.3,16.577,2.8485,0,0,89.61,84.9,主干路,2019
970,6,98343,2.26194,31.10351,2.230575,13.053,84.97,93.77,主干路,2019
971,6,86099.2,1.3365,20.56828,20.030575,8.3442,81.49,91.66,主干路,2019
972,6,5700,1.454606,0.27008,0,0,79.11,77,主干路,2019
973,6,38643.82,12.2752,1.1605,102.30248,0,85.12,81.26,主干路,2019
974,6,79669,18.2895,1.3715,0,67.7372,95.85,84.52,次干路,2019
975,6,22773,21.615672,0.01688,0,0,91.77,89.46,主干路,2019
976,6,62746,47.718698,1.25756,163.5,2.7271,84.78,84.89,主干路,2019
977,8,10440,0,1.33985,0,0,91.68,92.81,主干路,2019
978,8,34381.3,13.233075,1.049936,2.230575,55.6904,83.53,91.95,主干路,2019
979,8,30100.8,0,1.696018,2.230575,0,81.29,88.59,主干路,2019
980,8,39356.5,15.3688,0.8567,0,0,84.07,79.75,主干路,2019
981,8,50252.1,103.5667,3.4066,8.52,0,86.46,89.66,主干路,2019
982,8,18256.4,0,3.6587,3.900645,0,83.96,79.58,次干路,2019
983,8,43130,90.491689,1.20903,143.4897,294.732,88.49,82.77,次干路,2019
984,9,870062,176.6821,7.4941,0,0,89.45,86.82,主干路,2019
985,9,21742,0,0.8651,0,0,85.04,87.39,主干路,2019
986,9,30984,24.6189,1.7893,0,18.8186,77.34,89.67,主干路,2019
987,9,16694.5,0,3.1988,0,0,78.24,78.97,主干路,2019
988,9,118126.4,14.7756,5.0408,35.310794,0,85.19,86.1,主干路,2019
989,9,23584.8,1.5158,0.6309,13.698153,0,90.31,88.78,主干路,2019
990,9,294330,0,3.7685,0,0,88.14,86.1,主干路,2019
991,9,61289.3,0,0.1794,4.5774882,0,82.73,81.64,主干路,2019
992,9,12975,0,0.8335,0,0,75.35,83.69,主干路,2019
993,9,14310.1,5.9238,0.231889,0,24.0938,88.61,94.46,主干路,2019
994,9,41195.6,6.75923,1.022506,0,7.326,84.95,92.22,主干路,2019
995,9,36066.7,20.24656,1.013222,0,0,82.86,88.14,主干路,2019
996,9,12528.4,22.1146,0.749472,0,0,82.8,98.01,主干路,2019
997,9,9252.3,0,10.6766,0,13.875,87.67,81.08,次干路,2019
998,9,468646.3,44.424975,12.08186,109.3707,73.083,84.18,87.97,主干路,2019
999,9,468646.3,44.424975,12.08186,109.3707,73.083,84.18,87.97,主干路,2019
1000,9,468646.3,44.424975,12.08186,109.3707,73.083,84.18,87.97,主干路,2019
1001,9,207217,0,6.4408,25.51,0,86.68,90.87,主干路,2019
1002,9,45360.6,0,1.8779,4.45,0,82.28,89.63,主干路,2019
1003,9,28312.8,0,0.517,0,0,83.48,88.86,主干路,2019
1004,9,208107,0,1.3715,0,0,88.18,92.37,主干路,2019
1005,9,337189,0,0.710437,0,0,97.49,93.62,快速路,2019
1006,9,337189,0,0.710437,0,0,97.49,93.62,快速路,2019
1007,9,337189,0,0.710437,0,0,97.49,93.62,快速路,2019
1008,9,71308.9,34.007865,3.03418,8.337832,0,78.55,75.1,主干路,2019
1009,10,33086,0,2.7198,0,0,81.78,73.83,主干路,2019
1010,10,87205.5,0,0.7005,229.3805,13.59,88.7,93.35,主干路,2019
1011,10,44920.5,67.1186,0.93114,0,0,88.33,84.1,主干路,2019
1012,10,10658,0,0.0106,0,0,99.53,92.82,主干路,2019
1013,10,108806,0,0.6351,90.9955,5.555,88.77,92.35,主干路,2019
1014,10,50653.8,0,0.9809,0,0,85.67,87.48,主干路,2019
1015,10,40080,2.64,5.04923,0,0,80.56,88.52,主干路,2019
1016,10,84760,0,2.3189,320.6998,0,81.23,82.33,主干路,2019
1017,10,13692.5,0,0,0,0,84.81,81.22,次干路,2019
1018,11,80694.4,15.3594,0,0,0,88.89,96.31,主干路,2019
1019,11,80694.4,15.3594,0,0,0,88.89,96.31,主干路,2019
1020,11,20268,0,0,0,67.8243,100,100,主干路,2019
1021,11,316491.33,76.7775,19.465805,0,6.9958,90.99,91.1,主干路,2019
1022,11,3261126,53.145077,19.536279,0,3.3423,97.76,83.56,主干路,2019
1023,11,16353,0,1.1056,18.656037,5.164,80.21,83.62,主干路,2019
1024,11,8744.5,6.3906,0.2616,0,0,88.72,88.31,次干路,2019
1025,11,242814.25,45.2114,5.553309,256.8356,0,90.96,83.97,主干路,2019
1026,11,242814.25,45.2114,5.553309,256.8356,0,90.96,83.97,主干路,2019
1027,11,57460.55,0,0.874173,0,0,89.74,84.42,主干路,2019
1028,11,72843.282,0.3927,2.812419,4.9720448,0,87.71,90.53,主干路,2019
1029,11,12301.98,0.24735,0,0,0,84.28,100,主干路,2019
1030,11,83082.81,2.8764,2.334926,1.9888179,0,84.34,89.63,主干路,2019
1031,11,83082.81,2.8764,2.334926,1.9888179,0,84.34,89.63,主干路,2019
1032,11,141018.2,3.213,5.900615,42.9768,9.6313,87.77,84.4,主干路,2019
1033,11,169285.72,78.0298,11.28217,38.268179,4.6076,88.03,87.99,主干路,2019
1034,11,63039.4,4.14,2.93079,0,0,86.27,86.98,主干路,2019
1035,11,64400,1.6854,0.5781,0,0.95,83.13,90.11,主干路,2019
1036,11,115053.14,6.327945,1.052257,0,0,91.22,94.39,主干路,2019
1037,11,271131.73,1.954458,9.49289,0,56.443,86,89.45,主干路,2019
1038,11,29103,1.5302,0.8229,102.57379,0,88.65,91.64,主干路,2019
1039,11,82599,2.7105,3.853282,19.503059,0.8538,90.74,87.62,主干路,2019
1040,11,82351.8,22.619,3.731957,7.9552716,13.8244,86.82,84.55,主干路,2019
1041,11,144684.05,11.53031,9.81994,138.4834,6.3306,85.2,84.6,主干路,2019
1042,11,23324,30.9947,0.46,0,1.096,80.7,82.76,主干路,2019
1043,11,57151.5,21.50626,3.28316,9.715892,33.305,85.5,85.24,主干路,2019
1044,11,38815.18,17.8987,1.788014,0,0,81.48,86,主干路,2019
1045,11,66248,0,1.9539,12.43883,8.645,88.01,78.02,主干路,2019
1046,11,130225.25,20.62535,2.56365,0,0,79.06,79.81,主干路,2019
1047,12,58939.4,65.294046,1.74075,0,1.0343,88.49,83.17,主干路,2019
1048,12,90620,48.07044,3.41398,0,4.4925,87.64,81.81,主干路,2019
1049,12,15436,9.9731,1.2386,0,28.6915,81.11,89.82,次干路,2019
1050,12,27633.8,0.96,1.82515,0,0,81.81,86.42,次干路,2019
1051,12,12840.2,0,0,0,0,93.77,82.61,次干路,2019
1052,12,3922.4,0,0,0,0,93.77,84.89,次干路,2019
1053,12,11500,13.22735,2.6375,0,0,82.91,78.14,次干路,2019
1054,12,47514,18.57035,1.16683,0,0,82.91,76.64,次干路,2019
1055,12,14820,17.0364,0.520537,0,0,89.63,82.58,主干路,2019
1056,12,36918.72,8.1135,1.318328,0,0,97.95,97.48,主干路,2019
1057,12,111047.5,0.308,5.251171,16.90495,12.0149,83.96,83.07,主干路,2019
1058,12,79549.97,0,0.6383,9.28,0,85.39,90.66,主干路,2019
1059,12,73814.5,0.54538,0.460613,10.8756,0,91.06,88.46,主干路,2019
1060,12,168837.4,59.927185,1.151849,51.438,1.3152,90.94,89.14,主干路,2019
1061,12,31549,10.8869,0.8989,78.4447,0,80.3,81.47,主干路,2019
1062,12,57396.5,49.753978,1.15839,50.17398,20.3582,88.21,84.98,主干路,2019
1063,12,60807.5,37.985118,1.01702,7.3233,33.0586,82.52,88.99,主干路,2019
1064,12,34094.63,0.1785,0.532353,0,0,83.98,87.98,主干路,2019
1065,13,9920.2,0,2.072,2.383000512,0.7,86.71,81.23,主干路,2019
1066,13,38933.9,16.7374,0.472,19.63438139,1.096,84.85,86.79,主干路,2019
1067,13,16108,37.53876,0.74905,430.2,0,87.36,98.71,次干路,2019
1068,13,92478,64.4718,0.209734,0,0,96.66,92.26,快速路,2019
1069,13,92478,64.4718,0.209734,0,0,96.66,92.26,快速路,2019
1070,13,92478,64.4718,0.209734,0,0,96.66,92.26,快速路,2019
1071,13,12530,0,0.274,224.506078,0,84.39,100,主干路,2019
1072,13,88618.2,0,3.5705,5.63671275,0,86.71,80.95,主干路,2019
1073,13,55249.7,0,1.3581,0,0,85.49,88.48,主干路,2019
1074,13,37538.5,12.7283,1.781,0,0,89.36,83.95,主干路,2019
1075,13,31326,0,0.6399,0,0,89.21,81.11,主干路,2019
1076,13,123742.9,0,4.6104,117.6252,0,85.52,82.79,主干路,2019
1077,13,27074.2,63.7952,1.7144,0,0,84.37,86.28,主干路,2019
1078,13,21165,0,0.059,0,0,100,87.27,主干路,2019
1079,13,41661.1,0,0.7524,0,3.1112,85.26,84.05,主干路,2019
1080,13,64748,31.928,6.062,31.7192961,0.86,86.78,87.51,主干路,2019
1081,13,30857,8.5959,1.445,40.3833,0.822,82.63,83.7,主干路,2019
1082,13,16577,0,0.454,0,0,80.11,82.97,次干路,2019
1083,13,30698,18.683101,1.17105,0,0,78.45,73.1,次干路,2019
1084,13,19717.8,3.22172,6.29835,0,0,89.54,83.87,次干路,2019
1085,13,49568,9.1242,2.60585,0,0,83.17,78.66,次干路,2019
1086,13,39434.5,7.76105,4.24321,33.841946,0,91.99,82.96,次干路,2019
1087,13,41524.1,22.626624,1.00014,15.96,4.656,86.86,83.8,次干路,2019
1088,13,23384.2,0,0.6066,0,0,87.36,89.95,次干路,2019
1089,13,129150.8,31.8614,0,4.909939,0,88.2,90.68,快速路,2019
1090,13,57686.2,5.357,0,34.8489,0,95.57,91.25,快速路,2019
1091,13,259200,5.6228,3.8824,23.95783653,34.24,92.17,87.76,主干路,2019
1092,13,105847,35.7774,0,0,2.2605,82.59,89.2,主干路,2019
1093,13,105847,35.7774,0,0,2.2605,82.59,89.2,主干路,2019
1094,13,63748,9.8138,1.9254,5.7671,5.88,95.57,84.67,主干路,2019
1095,13,43960.1,66.9306,1.039,0,0,85.19,77.82,主干路,2019
1096,13,92646.2,1.3602,0,14.91613433,1.5484,91.77,87.8,主干路,2019
1097,13,44090,46.055,1.2291,61.21203,0,88.31,87.87,主干路,2019
1098,13,50940,14.6173,2.73,0,2.7674,82.38,81.6,主干路,2019
1099,13,33134.2,0,0.8546,106.401,0.912,84.25,89.9,主干路,2019
1100,13,19596,6.8868,0.3587,2.299704,0,84.59,90.03,主干路,2019
1101,13,33910,0,0.846,0,0.5307,86.44,83.82,主干路,2019
1102,13,116272,16.5907,1.39682,0,0.51,82.19,78.63,次干路,2019
1103,13,36132,3.19895,3.97524,0,0,84.51,81.66,次干路,2019
1104,14,27311.25,0.42075,0.343719,0,0,92.56,93.46,主干路,2019
1105,14,65842.6,85.5988,1.7144,6.65454,0,82.35,83.37,主干路,2019
1106,14,85220.7,0,1.37361,0,0,85.75,78.06,主干路,2019
1107,14,112338,24.231756,3.37811,0,6.4116,81.34,85.42,主干路,2019
1108,14,50385,0.155428,1.82726,0,0,86.1,80.51,主干路,2019
1109,14,70854.5,13.85892,2.8485,0,8.9,90.71,85,主干路,2019
1110,14,334809,0,1.3715,0,1132,86.57,86.72,主干路,2019
1111,14,131269.75,32.3667,3.381908,84.2725,4.521,87.34,88.78,主干路,2019
1112,14,34475,0,0.36714,0,0,91.77,88.93,主干路,2019
1113,15,21450,0,0,0,0,79.98,76.4,快速路,2019
1114,15,61649,0,0.6156,0,0,89.48,88.56,主干路,2019
1115,15,23596.75,0,0.493529,0,0,85.8,84.48,主干路,2019
1116,15,23520.8,52.655,1.180967,0,0,80.6,90.22,主干路,2019
1117,15,55594,13.65479,3.36545,0,0,90.23,80.49,主干路,2019
1118,15,83490,18.57994,1.33985,91.2939,15.9447,70.74,74.37,主干路,2019
1119,15,50296,0,4.439,0,62.256,81.06,83.7,主干路,2019
1120,16,34028,0,0.1477,0,0,95.08,93.03,主干路,2019
1121,16,57420.3,0,3.3102,0,0,95.19,96.6,主干路,2019
1122,16,15289.5,10.76272,1.39049,0,0,82.54,83.14,主干路,2019
1123,16,1239.5,16.59344,2.8485,0,0,68.86,81.81,主干路,2019
1124,16,402177.1,117.4209,4.6631,28.58,3.765,71.01,84.57,主干路,2019
1125,16,41702,96.0946,2.7114,0,0,86.16,80.29,主干路,2019
1126,16,20532,23.9189,1.6458,11.506,0,85.46,86.79,主干路,2019
1127,16,25839.7,7.3733,0.5022,0,0,85.46,82.29,主干路,2019
1128,16,16935,0,2.1079,7.8141,0,86.86,89.4,主干路,2019
1129,16,36480,14.853956,0.24054,168.12,10.75,88.33,87.15,主干路,2019
1130,16,94500,15.10836,1.1605,28.984,0,85.03,79.86,主干路,2019
1131,16,3660,3.06878,0.413771,0,19.447,84.62,84.66,主干路,2019
1132,16,12328.5,0,0.277465,0,0,100,100,主干路,2019
1133,16,12657.4,0,0.4705,0,0,96.74,98.56,主干路,2019
1134,16,202331.3,139.3901,6.4974,88.525,0,85.97,90.15,主干路,2019
1135,16,27987.3,0,0.6309,9.1321,0,88.28,76.76,主干路,2019
1136,16,52804.29,2.5407,2.54255,39.204,4.9973,89.87,86.08,主干路,2019
1137,16,48751.22,3.9417,2.989237,0,0,89.87,88.87,主干路,2019
1138,16,16775,18.58405,1.3715,0,1,85.56,90.25,主干路,2019
1139,16,56649.8,0,1.1025,0,0,85.67,82.22,主干路,2019
